problem,granularity,scope,feature,classifier,parameters,val_acc,val_prec,val_rec,val_gmean,val_f1,val_mcc,train_time,val_time,test_acc,test_prec,test_rec,test_gmean,test_f1,test_mcc,test_time
cvss2_I,method,whole,subwords,lgbm,300-100,0.855,0.855,0.836,0.846,0.844,0.767,78.877,0.02,0.814,0.819,0.796,0.807,0.805,0.711,0.012
cvss2_I,method,whole,subwords,lgbm,300-200,0.837,0.833,0.809,0.821,0.819,0.737,91.702,0.019,0.828,0.836,0.808,0.822,0.818,0.732,0.014
cvss2_I,method,whole,subwords,lgbm,300-300,0.837,0.833,0.809,0.821,0.819,0.737,95.648,0.018,0.828,0.836,0.808,0.822,0.818,0.732,0.011
cvss2_I,method,whole,subwords,lgbm,400-100,0.857,0.858,0.839,0.849,0.847,0.77,90.98,0.02,0.819,0.829,0.8,0.814,0.81,0.718,0.013
cvss2_I,method,whole,subwords,lgbm,400-200,0.837,0.831,0.809,0.82,0.818,0.737,98.136,0.017,0.828,0.838,0.807,0.822,0.818,0.732,0.014
cvss2_I,method,whole,subwords,lgbm,400-300,0.837,0.831,0.809,0.82,0.818,0.737,98.932,0.019,0.828,0.838,0.807,0.822,0.818,0.732,0.012
cvss2_I,method,whole,subwords,lgbm,500-100,0.857,0.858,0.839,0.849,0.847,0.77,98.125,0.02,0.821,0.833,0.8,0.817,0.812,0.722,0.016
cvss2_I,method,whole,subwords,lgbm,500-200,0.839,0.835,0.811,0.823,0.821,0.74,98.984,0.02,0.826,0.836,0.805,0.82,0.816,0.729,0.013
cvss2_I,method,whole,subwords,lgbm,500-300,0.839,0.835,0.811,0.823,0.821,0.74,102.084,0.019,0.826,0.836,0.805,0.82,0.816,0.729,0.014
cvss2_I,method,whole,subwords,rf,100-100,0.774,0.815,0.71,0.761,0.732,0.634,0.468,0.112,0.747,0.811,0.697,0.752,0.713,0.609,0.11
cvss2_I,method,whole,subwords,rf,100-200,0.787,0.82,0.733,0.775,0.754,0.656,0.588,0.109,0.752,0.807,0.706,0.755,0.723,0.615,0.11
cvss2_I,method,whole,subwords,rf,100-300,0.803,0.824,0.755,0.789,0.775,0.681,0.63,0.109,0.772,0.811,0.732,0.771,0.749,0.646,0.112
cvss2_I,method,whole,subwords,rf,200-100,0.763,0.807,0.695,0.749,0.716,0.615,0.683,0.11,0.749,0.813,0.698,0.754,0.713,0.613,0.111
cvss2_I,method,whole,subwords,rf,200-200,0.774,0.803,0.717,0.759,0.739,0.633,0.857,0.113,0.763,0.81,0.717,0.762,0.732,0.633,0.11
cvss2_I,method,whole,subwords,rf,200-300,0.794,0.816,0.744,0.779,0.765,0.667,1.07,0.128,0.776,0.82,0.731,0.774,0.747,0.654,0.109
cvss2_I,method,whole,subwords,rf,300-100,0.765,0.815,0.697,0.754,0.718,0.619,1.012,0.111,0.758,0.82,0.709,0.762,0.724,0.627,0.11
cvss2_I,method,whole,subwords,rf,300-200,0.779,0.802,0.72,0.76,0.74,0.641,1.191,0.112,0.761,0.809,0.713,0.76,0.729,0.63,0.109
cvss2_I,method,whole,subwords,rf,300-300,0.796,0.818,0.744,0.78,0.765,0.67,1.396,0.117,0.779,0.822,0.735,0.777,0.751,0.658,0.112
cvss2_I,method,whole,subwords,rf,400-100,0.767,0.816,0.7,0.756,0.722,0.623,1.131,0.211,0.758,0.82,0.709,0.762,0.724,0.627,0.209
cvss2_I,method,whole,subwords,rf,400-200,0.776,0.81,0.718,0.763,0.74,0.637,1.532,0.21,0.758,0.807,0.713,0.759,0.729,0.626,0.213
cvss2_I,method,whole,subwords,rf,400-300,0.794,0.815,0.743,0.779,0.764,0.667,1.819,0.209,0.787,0.828,0.747,0.787,0.764,0.672,0.214
cvss2_I,method,whole,subwords,rf,500-100,0.763,0.813,0.695,0.752,0.716,0.616,1.432,0.216,0.758,0.82,0.709,0.762,0.724,0.627,0.212
cvss2_I,method,whole,subwords,rf,500-200,0.779,0.812,0.722,0.766,0.744,0.641,1.838,0.211,0.763,0.811,0.717,0.762,0.733,0.633,0.212
cvss2_I,method,whole,subwords,rf,500-300,0.792,0.817,0.74,0.778,0.76,0.663,2.243,0.21,0.783,0.825,0.74,0.782,0.757,0.665,0.213
cvss2_A,method,whole,subwords,lgbm,100-100,0.864,0.877,0.801,0.838,0.823,0.776,38.302,0.014,0.83,0.844,0.754,0.798,0.774,0.727,0.009
cvss2_A,method,whole,subwords,lgbm,100-200,0.868,0.877,0.808,0.842,0.83,0.783,47.029,0.013,0.83,0.857,0.752,0.803,0.773,0.727,0.009
cvss2_A,method,whole,subwords,lgbm,100-300,0.868,0.877,0.808,0.842,0.83,0.783,46.671,0.014,0.83,0.857,0.752,0.803,0.773,0.727,0.009
cvss2_A,method,whole,subwords,lgbm,200-100,0.859,0.875,0.797,0.835,0.82,0.769,60.697,0.013,0.834,0.86,0.755,0.806,0.776,0.735,0.01
cvss2_A,method,whole,subwords,lgbm,200-200,0.861,0.868,0.8,0.833,0.822,0.772,72.246,0.016,0.83,0.857,0.752,0.803,0.773,0.727,0.01
cvss2_A,method,whole,subwords,lgbm,200-300,0.861,0.868,0.8,0.833,0.822,0.772,78.232,0.014,0.83,0.857,0.752,0.803,0.773,0.727,0.011
cvss2_A,method,whole,subwords,lgbm,300-100,0.859,0.875,0.797,0.835,0.82,0.769,72.13,0.016,0.834,0.86,0.753,0.805,0.774,0.735,0.013
cvss2_A,method,whole,subwords,lgbm,300-200,0.864,0.87,0.805,0.836,0.826,0.776,88.938,0.02,0.828,0.855,0.748,0.8,0.768,0.724,0.014
cvss2_A,method,whole,subwords,lgbm,300-300,0.864,0.87,0.805,0.836,0.826,0.776,86.75,0.018,0.828,0.855,0.748,0.8,0.768,0.724,0.013
cvss2_A,method,whole,subwords,lgbm,400-100,0.857,0.872,0.794,0.832,0.817,0.765,87.125,0.017,0.834,0.861,0.753,0.805,0.774,0.735,0.014
cvss2_A,method,whole,subwords,lgbm,400-200,0.861,0.867,0.8,0.833,0.821,0.772,98.488,0.02,0.826,0.854,0.745,0.798,0.767,0.72,0.014
cvss2_A,method,whole,subwords,lgbm,400-300,0.861,0.867,0.8,0.833,0.821,0.772,98.599,0.019,0.826,0.854,0.745,0.798,0.767,0.72,0.012
cvss2_A,method,whole,subwords,lgbm,500-100,0.857,0.872,0.794,0.832,0.817,0.765,84.018,0.021,0.834,0.86,0.753,0.805,0.773,0.735,0.013
cvss2_A,method,whole,subwords,lgbm,500-200,0.861,0.867,0.8,0.833,0.821,0.772,96.125,0.02,0.826,0.853,0.745,0.798,0.766,0.72,0.015
cvss2_A,method,whole,subwords,lgbm,500-300,0.861,0.867,0.8,0.833,0.821,0.772,92.957,0.02,0.826,0.853,0.745,0.798,0.766,0.72,0.013
cvss2_A,method,whole,subwords,rf,100-100,0.785,0.838,0.692,0.762,0.719,0.646,0.423,0.117,0.77,0.831,0.661,0.741,0.668,0.63,0.112
cvss2_A,method,whole,subwords,rf,100-200,0.81,0.848,0.722,0.783,0.748,0.688,0.552,0.111,0.783,0.84,0.683,0.757,0.695,0.652,0.11
cvss2_A,method,whole,subwords,rf,100-300,0.817,0.851,0.729,0.788,0.754,0.699,0.65,0.109,0.805,0.845,0.708,0.774,0.724,0.689,0.108
cvss2_A,method,whole,subwords,rf,200-100,0.785,0.837,0.69,0.76,0.715,0.646,0.663,0.11,0.77,0.83,0.662,0.741,0.668,0.63,0.111
cvss2_A,method,whole,subwords,rf,200-200,0.803,0.841,0.715,0.775,0.739,0.676,0.853,0.11,0.787,0.831,0.684,0.754,0.694,0.659,0.109
cvss2_A,method,whole,subwords,rf,200-300,0.817,0.842,0.729,0.784,0.753,0.698,1.072,0.11,0.801,0.842,0.702,0.769,0.717,0.682,0.111
cvss2_A,method,whole,subwords,rf,300-100,0.787,0.839,0.692,0.762,0.717,0.65,0.882,0.111,0.772,0.831,0.664,0.743,0.67,0.634,0.111
cvss2_A,method,whole,subwords,rf,300-200,0.808,0.844,0.718,0.779,0.743,0.683,1.232,0.111,0.783,0.827,0.678,0.749,0.687,0.652,0.109
cvss2_A,method,whole,subwords,rf,300-300,0.812,0.839,0.723,0.779,0.746,0.691,1.3,0.108,0.803,0.844,0.707,0.772,0.722,0.685,0.109
cvss2_A,method,whole,subwords,rf,400-100,0.787,0.838,0.693,0.762,0.717,0.649,1.211,0.21,0.77,0.83,0.662,0.741,0.668,0.63,0.212
cvss2_A,method,whole,subwords,rf,400-200,0.805,0.842,0.717,0.777,0.741,0.679,1.433,0.214,0.787,0.831,0.684,0.754,0.694,0.659,0.211
cvss2_A,method,whole,subwords,rf,400-300,0.812,0.846,0.723,0.782,0.747,0.691,1.91,0.217,0.801,0.842,0.705,0.77,0.72,0.681,0.213
cvss2_A,method,whole,subwords,rf,500-100,0.787,0.838,0.693,0.762,0.717,0.649,1.334,0.208,0.772,0.831,0.664,0.743,0.67,0.634,0.209
cvss2_A,method,whole,subwords,rf,500-200,0.808,0.852,0.72,0.783,0.747,0.683,1.753,0.211,0.787,0.831,0.684,0.754,0.694,0.659,0.214
cvss2_A,method,whole,subwords,rf,500-300,0.812,0.839,0.723,0.779,0.746,0.691,2.222,0.215,0.801,0.842,0.705,0.77,0.72,0.681,0.21
cvss2_AC,method,whole,subwords,lgbm,100-100,0.805,0.868,0.673,0.764,0.724,0.622,55.365,0.02,0.774,0.845,0.619,0.724,0.668,0.553,0.012
cvss2_AC,method,whole,subwords,lgbm,100-200,0.805,0.869,0.624,0.736,0.666,0.619,57.679,0.015,0.763,0.838,0.611,0.716,0.66,0.531,0.008
cvss2_AC,method,whole,subwords,lgbm,100-300,0.805,0.869,0.624,0.736,0.666,0.619,51.833,0.011,0.763,0.838,0.611,0.716,0.66,0.531,0.008
cvss2_AC,method,whole,subwords,lgbm,200-100,0.817,0.875,0.681,0.772,0.732,0.644,60.199,0.018,0.772,0.843,0.652,0.742,0.706,0.55,0.013
cvss2_AC,method,whole,subwords,lgbm,200-200,0.817,0.876,0.656,0.758,0.705,0.642,67.58,0.017,0.774,0.846,0.635,0.733,0.688,0.553,0.013
cvss2_AC,method,whole,subwords,lgbm,200-300,0.817,0.876,0.656,0.758,0.705,0.642,69.721,0.019,0.774,0.846,0.635,0.733,0.688,0.553,0.011
cvss2_AC,method,whole,subwords,lgbm,300-100,0.817,0.875,0.682,0.772,0.733,0.645,86.711,0.018,0.776,0.847,0.638,0.735,0.69,0.558,0.011
cvss2_AC,method,whole,subwords,lgbm,300-200,0.819,0.877,0.682,0.773,0.734,0.648,89.379,0.02,0.767,0.842,0.63,0.728,0.683,0.539,0.012
cvss2_AC,method,whole,subwords,lgbm,300-300,0.819,0.877,0.682,0.773,0.734,0.648,84.392,0.017,0.767,0.842,0.63,0.728,0.683,0.539,0.012
cvss2_AC,method,whole,subwords,lgbm,400-100,0.819,0.877,0.683,0.774,0.734,0.649,88.39,0.021,0.772,0.843,0.635,0.732,0.687,0.549,0.013
cvss2_AC,method,whole,subwords,lgbm,400-200,0.817,0.875,0.68,0.772,0.732,0.643,99.111,0.017,0.77,0.843,0.632,0.73,0.685,0.544,0.011
cvss2_AC,method,whole,subwords,lgbm,400-300,0.817,0.875,0.68,0.772,0.732,0.643,88.703,0.021,0.77,0.843,0.632,0.73,0.685,0.544,0.015
cvss2_AC,method,whole,subwords,lgbm,500-100,0.819,0.877,0.683,0.774,0.734,0.649,87.178,0.018,0.772,0.843,0.635,0.732,0.687,0.549,0.012
cvss2_AC,method,whole,subwords,lgbm,500-200,0.817,0.875,0.68,0.772,0.732,0.643,100.114,0.02,0.77,0.844,0.632,0.73,0.685,0.544,0.013
cvss2_AC,method,whole,subwords,lgbm,500-300,0.817,0.875,0.68,0.772,0.732,0.643,96.651,0.022,0.77,0.844,0.632,0.73,0.685,0.544,0.018
cvss2_AC,method,whole,subwords,rf,100-100,0.758,0.731,0.562,0.641,0.59,0.526,0.437,0.113,0.72,0.813,0.554,0.671,0.6,0.441,0.111
cvss2_AC,method,whole,subwords,rf,100-200,0.758,0.728,0.564,0.641,0.591,0.526,0.54,0.107,0.732,0.817,0.585,0.691,0.634,0.466,0.112
cvss2_AC,method,whole,subwords,rf,100-300,0.767,0.762,0.594,0.673,0.631,0.544,0.639,0.109,0.752,0.829,0.619,0.717,0.672,0.508,0.109
cvss2_AC,method,whole,subwords,rf,200-100,0.758,0.841,0.561,0.687,0.595,0.526,0.688,0.111,0.716,0.809,0.552,0.668,0.597,0.432,0.111
cvss2_AC,method,whole,subwords,rf,200-200,0.763,0.732,0.566,0.644,0.594,0.535,0.866,0.109,0.727,0.814,0.58,0.687,0.63,0.456,0.108
cvss2_AC,method,whole,subwords,rf,200-300,0.767,0.762,0.594,0.673,0.631,0.544,1.066,0.116,0.736,0.82,0.588,0.694,0.638,0.475,0.108
cvss2_AC,method,whole,subwords,rf,300-100,0.763,0.844,0.565,0.691,0.599,0.534,1.014,0.111,0.714,0.807,0.55,0.666,0.595,0.427,0.108
cvss2_AC,method,whole,subwords,rf,300-200,0.758,0.839,0.564,0.687,0.596,0.525,1.094,0.11,0.736,0.821,0.587,0.694,0.637,0.474,0.109
cvss2_AC,method,whole,subwords,rf,300-300,0.767,0.761,0.595,0.673,0.632,0.544,1.41,0.117,0.749,0.829,0.616,0.715,0.669,0.503,0.111
cvss2_AC,method,whole,subwords,rf,400-100,0.763,0.844,0.565,0.691,0.599,0.534,1.119,0.21,0.716,0.808,0.552,0.668,0.597,0.432,0.212
cvss2_AC,method,whole,subwords,rf,400-200,0.765,0.733,0.568,0.645,0.596,0.539,1.404,0.21,0.738,0.822,0.589,0.696,0.639,0.479,0.213
cvss2_AC,method,whole,subwords,rf,400-300,0.772,0.764,0.599,0.676,0.635,0.553,1.805,0.213,0.747,0.827,0.615,0.713,0.668,0.499,0.212
cvss2_AC,method,whole,subwords,rf,500-100,0.765,0.846,0.567,0.692,0.601,0.539,1.33,0.209,0.714,0.807,0.551,0.666,0.596,0.427,0.21
cvss2_AC,method,whole,subwords,rf,500-200,0.765,0.844,0.568,0.692,0.601,0.538,1.786,0.211,0.732,0.818,0.583,0.691,0.633,0.465,0.214
cvss2_AC,method,whole,subwords,rf,500-300,0.774,0.848,0.6,0.713,0.643,0.557,2.236,0.213,0.747,0.827,0.615,0.713,0.668,0.499,0.214
cvss2_AV,method,whole,subwords,lgbm,100-100,0.966,0.629,0.65,0.639,0.639,0.901,39.416,0.014,0.933,0.776,0.652,0.711,0.664,0.834,0.009
cvss2_AV,method,whole,subwords,lgbm,100-200,0.966,0.629,0.65,0.639,0.639,0.901,55.672,0.018,0.935,0.834,0.679,0.753,0.706,0.84,0.017
cvss2_AV,method,whole,subwords,lgbm,100-300,0.966,0.629,0.65,0.639,0.639,0.901,54.234,0.012,0.935,0.834,0.679,0.753,0.706,0.84,0.009
cvss2_AV,method,whole,subwords,lgbm,200-100,0.969,0.631,0.653,0.642,0.642,0.908,45.326,0.017,0.942,0.866,0.711,0.785,0.747,0.857,0.011
cvss2_AV,method,whole,subwords,lgbm,200-200,0.969,0.631,0.653,0.642,0.642,0.908,63.564,0.016,0.94,0.864,0.71,0.783,0.745,0.852,0.013
cvss2_AV,method,whole,subwords,lgbm,200-300,0.969,0.631,0.653,0.642,0.642,0.908,63.077,0.016,0.94,0.864,0.71,0.783,0.745,0.852,0.01
cvss2_AV,method,whole,subwords,lgbm,300-100,0.969,0.631,0.653,0.642,0.642,0.908,55.167,0.016,0.942,0.866,0.711,0.785,0.747,0.857,0.013
cvss2_AV,method,whole,subwords,lgbm,300-200,0.969,0.631,0.653,0.642,0.642,0.908,67.668,0.015,0.94,0.864,0.71,0.783,0.745,0.852,0.01
cvss2_AV,method,whole,subwords,lgbm,300-300,0.969,0.631,0.653,0.642,0.642,0.908,67.627,0.015,0.94,0.864,0.71,0.783,0.745,0.852,0.01
cvss2_AV,method,whole,subwords,lgbm,400-100,0.969,0.631,0.653,0.642,0.642,0.908,53.009,0.014,0.942,0.866,0.711,0.785,0.747,0.857,0.01
cvss2_AV,method,whole,subwords,lgbm,400-200,0.969,0.631,0.653,0.642,0.642,0.908,67.633,0.016,0.94,0.864,0.71,0.783,0.745,0.852,0.012
cvss2_AV,method,whole,subwords,lgbm,400-300,0.969,0.631,0.653,0.642,0.642,0.908,74.075,0.018,0.94,0.864,0.71,0.783,0.745,0.852,0.013
cvss2_AV,method,whole,subwords,lgbm,500-100,0.969,0.631,0.653,0.642,0.642,0.908,63.005,0.015,0.942,0.866,0.711,0.785,0.747,0.857,0.012
cvss2_AV,method,whole,subwords,lgbm,500-200,0.969,0.631,0.653,0.642,0.642,0.908,71.07,0.019,0.94,0.864,0.71,0.783,0.745,0.852,0.013
cvss2_AV,method,whole,subwords,lgbm,500-300,0.969,0.631,0.653,0.642,0.642,0.908,79.436,0.016,0.94,0.864,0.71,0.783,0.745,0.852,0.011
cvss2_AV,method,whole,subwords,rf,100-100,0.962,0.627,0.642,0.635,0.634,0.887,0.448,0.11,0.913,0.923,0.632,0.764,0.648,0.784,0.113
cvss2_AV,method,whole,subwords,rf,100-200,0.966,0.631,0.647,0.639,0.639,0.9,0.457,0.111,0.928,0.771,0.646,0.706,0.659,0.823,0.111
cvss2_AV,method,whole,subwords,rf,100-300,0.966,0.629,0.65,0.639,0.639,0.901,0.545,0.112,0.928,0.771,0.646,0.706,0.659,0.823,0.114
cvss2_AV,method,whole,subwords,rf,200-100,0.969,0.635,0.648,0.641,0.641,0.907,0.647,0.109,0.919,0.93,0.639,0.771,0.655,0.8,0.109
cvss2_AV,method,whole,subwords,rf,200-200,0.969,0.633,0.651,0.642,0.641,0.907,0.67,0.109,0.931,0.774,0.649,0.709,0.662,0.828,0.109
cvss2_AV,method,whole,subwords,rf,200-300,0.969,0.631,0.653,0.642,0.642,0.908,0.757,0.11,0.933,0.776,0.652,0.711,0.664,0.834,0.113
cvss2_AV,method,whole,subwords,rf,300-100,0.962,0.625,0.645,0.635,0.635,0.888,0.917,0.208,0.922,0.931,0.642,0.773,0.657,0.806,0.114
cvss2_AV,method,whole,subwords,rf,300-200,0.964,0.626,0.649,0.637,0.637,0.895,1.013,0.108,0.931,0.773,0.65,0.709,0.662,0.829,0.109
cvss2_AV,method,whole,subwords,rf,300-300,0.964,0.626,0.649,0.637,0.637,0.895,1.099,0.109,0.931,0.773,0.65,0.709,0.662,0.829,0.109
cvss2_AV,method,whole,subwords,rf,400-100,0.962,0.625,0.645,0.635,0.635,0.888,1.121,0.209,0.919,0.93,0.639,0.771,0.655,0.8,0.214
cvss2_AV,method,whole,subwords,rf,400-200,0.964,0.626,0.649,0.637,0.637,0.895,1.318,0.212,0.931,0.773,0.65,0.709,0.662,0.829,0.213
cvss2_AV,method,whole,subwords,rf,400-300,0.964,0.626,0.649,0.637,0.637,0.895,1.395,0.211,0.931,0.773,0.65,0.709,0.662,0.829,0.211
cvss2_AV,method,whole,subwords,rf,500-100,0.962,0.625,0.645,0.635,0.635,0.888,1.232,0.211,0.919,0.93,0.639,0.771,0.655,0.8,0.215
cvss2_AV,method,whole,subwords,rf,500-200,0.966,0.629,0.65,0.639,0.639,0.901,1.529,0.217,0.931,0.773,0.65,0.709,0.662,0.829,0.209
cvss2_AV,method,whole,subwords,rf,500-300,0.966,0.629,0.65,0.639,0.639,0.901,1.616,0.212,0.931,0.773,0.65,0.709,0.662,0.829,0.212
cvss2_AU,method,whole,subwords,lgbm,100-100,0.991,0.747,0.624,0.682,0.664,0.35,13.852,0.012,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,100-200,0.991,0.747,0.624,0.682,0.664,0.35,15.86,0.018,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,100-300,0.991,0.747,0.624,0.682,0.664,0.35,15.374,0.012,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,200-100,0.991,0.747,0.624,0.682,0.664,0.35,15.815,0.013,0.984,0.992,0.65,0.803,0.727,0.543,0.006
cvss2_AU,method,whole,subwords,lgbm,200-200,0.991,0.747,0.624,0.682,0.664,0.35,17.506,0.013,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,200-300,0.991,0.747,0.624,0.682,0.664,0.35,16.401,0.01,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,300-100,0.991,0.747,0.624,0.682,0.664,0.35,16.971,0.013,0.984,0.992,0.65,0.803,0.727,0.543,0.009
cvss2_AU,method,whole,subwords,lgbm,300-200,0.991,0.747,0.624,0.682,0.664,0.35,18.498,0.01,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,300-300,0.991,0.747,0.624,0.682,0.664,0.35,18.632,0.01,0.984,0.992,0.65,0.803,0.727,0.543,0.007
cvss2_AU,method,whole,subwords,lgbm,400-100,0.991,0.747,0.624,0.682,0.664,0.35,16.927,0.01,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,400-200,0.991,0.747,0.624,0.682,0.664,0.35,19.398,0.01,0.984,0.992,0.65,0.803,0.727,0.543,0.008
cvss2_AU,method,whole,subwords,lgbm,400-300,0.991,0.747,0.624,0.682,0.664,0.35,18.425,0.01,0.984,0.992,0.65,0.803,0.727,0.543,0.007
cvss2_AU,method,whole,subwords,lgbm,500-100,0.991,0.747,0.624,0.682,0.664,0.35,18.72,0.015,0.984,0.992,0.65,0.803,0.727,0.543,0.01
